review,rating
"Excellent screen. Barely works, but at least it keeps expectations low. 😂",1
Absolutely loved this smartwatch. It gave me the chance to visit the service center every week. 😂,1
Amazing delivery. I only have to deal with it failing every day. 😊,2
Very happy with this phone. Worth every rupee. 😂,4
"Nothing exceptional, but it gets the job done. Overall satisfied.",3
Amazing performance. I only have to deal with it failing every day.,1
The product arrived on time and performs very well. 😊,4
"Nothing exceptional, but it gets the job done.",3
Excellent value for money. Highly recommended.,5
Wonderful quality. The box survived longer than the charger.!,1
This power bank has excellent sound and works perfectly. 😊,5
Product is okay for the price. 👍,3
Best speaker ever. Stopped working on day one. 😂,2
One of the best purchases I have made. 😂,4
Great quality and fast delivery..,5
Wonderful quality. The box survived longer than the smartwatch.!,2
Excellent value for money. Highly recommended. Overall satisfied.,5
Amazing build quality. I only have to deal with it failing every day. Overall satisfied.,1
This laptop deserves an award for disappointing so consistently. 👍,1
Excellent value for money. Highly recommended. 😊,4
This speaker has excellent customer support and works perfectly.,4
"Great smartwatch. I wanted a problem, not a product.",2
Delivery was on time and the product works as expected. 😊,3
Product is okay for the price. Overall satisfied.,3
Product is okay for the price. 😂,3
The build quality exceeded my expectations. 😊,4
The smartwatch is average overall. 😂,3
"Great speaker. I wanted a problem, not a product. 👍",2
The performance exceeded my expectations. 👍,4
Best camera ever. Stopped working on day one. 👍,1
"Great speaker. I wanted a problem, not a product.",2
The product arrived on time and performs very well.!,5
Battery backup and performance are outstanding.,5
Loved the experience. Customer support perfected the art of ignoring me.!,2
Very happy with this laptop. Worth every rupee. 👍,4
Delivery was on time and the product works as expected.,3
Best keyboard ever. Stopped working on day one. 😊,2
Very happy with this power bank. Worth every rupee.,5
Wonderful quality. The box survived longer than the phone.,1
This laptop deserves an award for disappointing so consistently. Overall satisfied.,1
Wonderful quality. The box survived longer than the tablet.!,2
Great quality and fast delivery.!,4
This earbuds has excellent display and works perfectly. 😊,4
The sound exceeded my expectations. 👍,4
Battery backup and performance are outstanding.,5
Excellent value for money. Highly recommended. Overall satisfied.,5
Great quality and fast delivery. Overall satisfied.,4
"Great smartwatch. I wanted a problem, not a product. Overall satisfied.",1
Battery backup and performance are outstanding. 👍,4
This speaker deserves an award for disappointing so consistently. Overall satisfied.,2
"Excellent packaging. Barely works, but at least it keeps expectations low. 😂",1
Battery backup and performance are outstanding. 👍,5
Great quality and fast delivery. Overall satisfied.,4
Absolutely loved this phone. It gave me the chance to visit the service center every week.,2
The charging is incredible if your goal is frustration. 👍,2
Fantastic purchase. Nothing beats wasting money this efficiently. 😊,2
This smartwatch has excellent camera and works perfectly..,5
The performance is decent but could be improved.,3
The processor exceeded my expectations. Overall satisfied.,5
Great quality and fast delivery. 👍,5
One of the best purchases I have made.,5
The sound is decent but could be improved. 😂,3
This keyboard deserves an award for disappointing so consistently.!,1
Battery backup and performance are outstanding.,5
The display is decent but could be improved..,3
Excellent value for money. Highly recommended. 😂,4
"Great keyboard. I wanted a problem, not a product.",1
This laptop deserves an award for disappointing so consistently.,2
Battery backup and performance are outstanding. Overall satisfied.,5
Great quality and fast delivery. 😂,4
The camera exceeded my expectations. 😂,5
Battery backup and performance are outstanding.!,4
Fantastic purchase. Nothing beats wasting money this efficiently.,2
The product arrived on time and performs very well..,5
The customer support exceeded my expectations..,5
One of the best purchases I have made..,4
Delivery was on time and the product works as expected..,3
Excellent value for money. Highly recommended.,5
Amazing packaging. I only have to deal with it failing every day.,2
Wonderful quality. The box survived longer than the tv. 😊,2
The product arrived on time and performs very well.,4
This mouse has excellent customer support and works perfectly. 😊,4
Excellent value for money. Highly recommended.,5
Delivery was on time and the product works as expected. 😂,3
The product arrived on time and performs very well.!,5
Battery backup and performance are outstanding.,5
Fantastic purchase. Nothing beats wasting money this efficiently.,1
This power bank has excellent charging and works perfectly. 😊,5
Wonderful quality. The box survived longer than the tablet.,1
The product arrived on time and performs very well. Overall satisfied.,4
"Excellent battery. Barely works, but at least it keeps expectations low. Overall satisfied.",2
One of the best purchases I have made.,5
Excellent value for money. Highly recommended. 😂,4
Great quality and fast delivery. 😂,4
The sound exceeded my expectations. Overall satisfied.,4
Very happy with this earbuds. Worth every rupee..,4
Great quality and fast delivery.!,4
"Great power bank. I wanted a problem, not a product. 😂",2
Excellent value for money. Highly recommended. 😂,4
Great quality and fast delivery. 😊,5
Absolutely loved this speaker. It gave me the chance to visit the service center every week.!,1
Amazing camera. I only have to deal with it failing every day.,2
The product arrived on time and performs very well.!,4
Best tv ever. Stopped working on day one. Overall satisfied.,1
Amazing battery. I only have to deal with it failing every day. 😊,1
Very happy with this speaker. Worth every rupee.!,5
Very happy with this mouse. Worth every rupee. 😂,5
Best power bank ever. Stopped working on day one. 😊,2
Very happy with this charger. Worth every rupee. 👍,5
Product is okay for the price. Overall satisfied.,3
Best camera ever. Stopped working on day one. 👍,1
One of the best purchases I have made. 😊,5
"Great tv. I wanted a problem, not a product.",1
Excellent value for money. Highly recommended.,4
The product arrived on time and performs very well.,5
Very happy with this smartwatch. Worth every rupee.,5
Battery backup and performance are outstanding. 👍,4
Excellent value for money. Highly recommended. 😊,5
Excellent value for money. Highly recommended. Overall satisfied.,5
This laptop deserves an award for disappointing so consistently. 👍,2
This tv has excellent packaging and works perfectly.,5
Very happy with this power bank. Worth every rupee. 👍,5
Product is okay for the price. 😂,3
"Excellent screen. Barely works, but at least it keeps expectations low..",2
Excellent value for money. Highly recommended.,5
